prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50129090,CRAYOLA,Marca Externa,50 LAPICES DE COLOR CRAYOLA,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131958,,Marca Externa,COLORES INTENSITY PREM 12PZ BIC,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10234,NO SABE FALLAR,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50112810,,Marca Externa,LAPIZ DE COLOR C/36,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10217,STAEDTLER DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129092,CRAYOLA,Marca Externa,24 TWISTABLES LAPICES CRAYOLA,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50136256,,Marca Externa,SET DE COLORES 100PZ,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134028,,Marca Externa,LAPICES DE COLORES INSPIRARTE MOOV 40PZ,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13574,MOO-VINGO MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50084684,PRISMACOLO,Marca Externa,COLORES PROF PRISMACOLOR 150PZ,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100403,LAPICES DE COLORES PROFESIONALES,12107,NEWELL BRANDS DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118666,MOOVING,Marca Externa,LAPICES NEON MOOVING 6PZ,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13574,MOO-VINGO MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50015543,CRAYOLA,Marca Externa,COLORES CRAYOLA 12 PZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50093323,PRISMACOLO,Marca Externa,COLORES PRISMACOLOR SCHOLAR 48,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,12107,NEWELL BRANDS DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50106635,PRISMACOLO,Marca Externa,COLORES PRISMACOLOR DOBLE 12P,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,12107,NEWELL BRANDS DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131415,,Marca Externa,COLORES COLOR PEPS NEON 12 PIEZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10824,MAPED SILCO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132312,DIXON COME,Marca Externa,DUAL POINT VIVEDEL COLORES 12X26,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10826,DIXON COMERCIALIZADORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118668,MOOVING,Marca Externa,LAPICES PASTELES MOOVING 10P,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13574,MOO-VINGO MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120497,SN,Marca Externa,LAPICES DE COLORES VIVIDEL 24+3,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10826,DIXON COMERCIALIZADORA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125907,FABER CAST,Marca Externa,ECOLAPIZ HEXAGONAL FABER CASTELL 12 PZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13507,COLOR BRANDS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129087,CRAYOLA,Marca Externa,8 LAPICES DE COLOR NEON CRAYOLA,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114069,NORMA,Marca Externa,LAPICES COLORES PREMIUM X50,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11682,"CARVAJAL EDUCACION,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123507,SN,Marca Externa,LAPICES COLORS KINDNESS CRAYOLA 12 PZS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125908,FABER CAST,Marca Externa,ECOLAPIZ HEXAGONAL FABER CASTELL 24 PZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13507,COLOR BRANDS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137361,SAC DESIGN,Marca Externa,LAPICES DE COLORES PAW PATROL,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,12347,SAC DESIGNS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50014685,STAEDTLER,Marca Externa,COLORES STAEDTLER EST 12 PZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,10217,STAEDTLER DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50015544,CRAYOLA,Marca Externa,COLORES CRAYOLA 24 PIEZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,11171,BINNEY Y SMITH MEXICO,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125909,FABER CAST,Marca Externa,ECOLAPIZ BICOLOR FABER CASTELL 12 PZAS,10,ARTICULOS ESCOLARES,1004,LAPICES DE COLORES,100401,LAPICES DE COLORES,13507,COLOR BRANDS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119316,SIN MARCA,Marca Externa,LAPICERA MULTIUSO AGAPEC ASTRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119670,SIN MARCA,Marca Externa,LAPICERA CILINDRICA HARRY POTTER MAPA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119715,SIN MARCA,Marca Externa,LAPICERA REACHER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50124157,SN,Marca Externa,LAPICERA GOOGLY PUG ZIPIT,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127988,CHENSON,Marca Externa,LAPICERA HAPPY GIRL NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131746,,Marca Externa,LAPICERA LENT JOYSTICK GAME BOX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50110474,STUK,Marca Propia,LAPICERA STUK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120408,SN,Marca Externa,LAPICERA NARUTO COLOR NARANJA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125768,SN,Marca Externa,LAPICERA MULTIUSO AGAPEC MUSICA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130397,CHENSON,Marca Externa,LAPICERA CHENSON NEGRA HOP,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132968,,Marca Externa,LAPICERA JURASSIC WORLD AZUL DANPEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,10223,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119295,SIN MARCA,Marca Externa,LAPICERA MULTIUSO AGAPEC IRISED,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119667,SIN MARCA,Marca Externa,LAPICERA ESTUCHE LENTEJUELA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119671,SIN MARCA,Marca Externa,LAPICERA CILINDRICA HARRY POTTER SNITCH,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125769,SN,Marca Externa,LAPICERA MULTIUSO AGAPEC ANIME H,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127228,FOTORAMA,Marca Externa,LAPICERA LADY BUG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50097669,,Marca Externa,LAPICERA ZIPPIT MONSTRUO ROSA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12104,COMERCIALIZADORA DE BIENES Y,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116837,OFFICEMAX,Marca Propia,LAPICERA PELUCHE GATO OMX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116862,OFFICEMAX,Marca Propia,LAPICERA CARA DE PATO OMX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119310,SIN MARCA,Marca Externa,LAPICERA MULTIUSO AGAPEC FARCTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119805,SIN MARCA,Marca Externa,LAPICERA ACCELERATION ORYS BLACK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127252,FOTORAMA,Marca Externa,LAPICERA URBANIA TRENDS ROSA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127921,ZIPIT MEXI,Marca Externa,LAPICERA CON TAPA EN SILICON WAVE NEON,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128131,AMERICAN B,Marca Externa,LAPICERA MOLANG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12361,AMERICAN BAGS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119304,SIN MARCA,Marca Externa,LAPICERA MULTIUSO AGAPEC IRISED,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119675,SIN MARCA,Marca Externa,LAPICERA CILINDRICA PUSHEEN HELADO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127215,FOTORAMA,Marca Externa,LAPICERA WE BARE BEARS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127785,RUZ,Marca Externa,LAPICERA INFANTIL FEMENINO RUZ HOLI D,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114671,TOTTO,Marca Externa,LAPICERA TOTTO AGAPEC GRIS/NG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119370,SIN MARCA,Marca Externa,LAPICERA ECCENTRIK DONKEY BASIC,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119677,SIN MARCA,Marca Externa,LAPICERA CILINDRICA VANIA BACHUR FIESTA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125273,OFFICEMAX,Marca Propia,LAPICERA ECO STUK VERDE CLARO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50127827,RUZ,Marca Externa,LAPICERA DISNEY FROZEN D,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127928,ZIPIT MEXI,Marca Externa,LAPICERA GATO TURQUESA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113315,STUK,Marca Propia,LAPICERA MESH ROSA STUK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119676,SIN MARCA,Marca Externa,LAPICERA CIL VANIA BACHUR ARCOIRIS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128000,CHENSON,Marca Externa,LAPICERA CHENSON ROSA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130991,,Marca Externa,LAPICERA DE TELA MAKE IT HAPPEN,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132471,,Marca Externa,LAPICERA WILSON NEGRO W YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119679,SIN MARCA,Marca Externa,LAPICERA CILINDRICA PRINCIPITO LUNA AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131753,,Marca Externa,LAPICERA MORADA TRES CIERRES,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132167,,Marca Externa,LAPICERA 3 COMPART COWLI HAPPYGIRL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132291,SAMSONITE,Marca Externa,SAMSONITE ORYS CARBON BLUE ACCESSORIES,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132530,,Marca Externa,LAPICERA XBOX NEGRO CONTROL YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128243,APLI PAPER,Marca Externa,LAPICERA TRIPLE ORGANIZ RECICL REBEL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130997,,Marca Externa,LAPICERA OXFORD YOU MAKE A DIFFERENCE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131010,,Marca Externa,LAPICERA DE GATO TERCIOPELO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131039,,Marca Externa,LAPICERA 3D ASTRONAUTA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131898,,Marca Externa,LAPICERA KUROMI ESTRELLA RUZ,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132067,URBAN AREN,Marca Externa,LAPICERA AZUL CIELO MARANON TOTTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132577,,Marca Externa,LAPICERA GABBYS SIRENA FOTORAMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132580,,Marca Externa,LAPICERA DEMON SLAYER NEGRO FOTORMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132611,,Marca Externa,LAPICERA DONKEY MENTA FOTORAMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132868,,Marca Externa,LAPICERA STITCH 2 COMPARTIMIENTOS YADATE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50103067,,Marca Externa,LAPICERA METALICA ZIPIT,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12104,COMERCIALIZADORA DE BIENES Y,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127634,TOTTO,Marca Externa,LAPICERA AGAPEC ECOLE ROSA CORAZONES,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127991,CHENSON,Marca Externa,LAPICERA HAPPY GIRL NEGRO FLOR,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131002,,Marca Externa,LAPICERA PVC DISENIO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131912,,Marca Externa,LAPICERA STITCH HAWAI RUZ,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132160,,Marca Externa,LAPICERA GRANDE STRONG HAPPY GIRL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132599,,Marca Externa,LAPICERA URBANIA BASIC GRIS OXF FOTORAMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120105,SIN MARCA,Marca Externa,LAPICERA DOBLE 3D METALICO ONIX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132008,URBAN AREN,Marca Externa,LAPICERA GLITTER SHINY HEART TOTTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132535,,Marca Externa,LAPICERA BOB ESPONJA AMARILLO YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116860,OFFICEMAX,Marca Propia,LAPICERA CARA DE PERRO OMX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120168,SIN MARCA,Marca Externa,LAPICERA DOBLE 3D HARDSHELL TOY STORY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122827,SN,Marca Externa,LONCHERA GRAFITO ROSA PALO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131032,,Marca Externa,LAPICERA YUTE LUNARES ZIPPER NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119680,SIN MARCA,Marca Externa,LAPICERA CILINDRICA PRINCIPITO ZORRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127244,FOTORAMA,Marca Externa,LAPICERA URBANIA CAMEL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127922,ZIPIT MEXI,Marca Externa,LAPICERA CON TAPA EN SILICON WAVE AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116780,STUK,Marca Externa,LAPICERA SILICON ROSA C/LETRAS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50124152,SN,Marca Externa,LAPICERA METAL LOVE ZIPIT,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125320,OFFICEMAX,Marca Propia,SOBRE STUK SALMON,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125500,STUK,Marca Externa,LAPICERA BUTTERFLY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,28730,"PARKROSE GROUP, S.L.",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
