prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50127787,RUZ,Marca Externa,LAPICERA JUSTICE JUSTICE A,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115777,TOTTO,Marca Externa,MULTIUSOS TOTTO ZURICH AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128142,AMERICAN B,Marca Externa,LAPICERA LAMBO NEGRO ROJO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12361,AMERICAN BAGS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130988,,Marca Externa,LAPICERA POLYESTER RECICLADO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131000,,Marca Externa,LAPICERA TACTO SUAVE EXTENDIBLE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132484,,Marca Externa,LAPICERA WILSON TURQUESA YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132588,,Marca Externa,LAPICERA ONE PIECE VERDE FOTORAMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50136659,,Marca Externa,LAPICERA AZUL RAZE CHENSON PRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125465,STUK,Marca Externa,LAPICERA DE PLASTICO SMILEY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,28730,"PARKROSE GROUP, S.L.",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128120,AMERICAN B,Marca Externa,LAPICERA CRY BABY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12361,AMERICAN BAGS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132065,URBAN AREN,Marca Externa,LAPICERA VERDE MARANON TOTTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132293,SAMSONITE,Marca Externa,SAMSONITE ORYS ARMY GREEN ACCESSORIES,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114401,,Marca Externa,LAPICERA LAMBORGHINI,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12361,AMERICAN BAGS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119668,SIN MARCA,Marca Externa,LAPICERA LENY MESH COLOR NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119684,SIN MARCA,Marca Externa,LAPICERA CILINDRICA SNOOPY NARANJA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,10223,INDUSTRIAS DANPEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127919,ZIPIT MEXI,Marca Externa,LAPICERA JOYSTICK GAMER NEGRO ZIPIT,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130983,,Marca Externa,LAPICERA GRIS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131750,,Marca Externa,LAPICERA FLORES DOS CIERRES,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132465,,Marca Externa,LAPICERA HALO AZUL GRIS YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113233,OFFICEMAX,Marca Externa,LAPICERA DINOSAURIO DE PELUCHE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114028,,Marca Externa,LAPICERA MESH VERDE C/NEG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127733,FERRARI,Marca Externa,LAPICERA DOBLE FERRARI JUNIOR,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11682,"CARVAJAL EDUCACION,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127749,YADATEX,Marca Externa,LAPICERA BARBIE ROSA/ MORADO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132180,,Marca Externa,LAPICERA PRINCESAS 3 COMPRT PRINCS CHENS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132538,,Marca Externa,LAPICERA DRAGON BALL Z AZ CAF YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125318,OFFICEMAX,Marca Propia,LAPICERA STUK BEACH VIBES ONLY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125766,SN,Marca Externa,LAPICERA MULTIUSO AGAPEC VERDE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132202,,Marca Externa,LAPICERA 3 COMPART HAPPY GIRL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132854,,Marca Externa,LAPICERA VERDEMIL 1 COMPARTM HALO117 YAD,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120080,SIN MARCA,Marca Externa,LAPICERA TRIPLE RECTANGULAR ENJOY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120082,SIN MARCA,Marca Externa,LAPICERA TRIPLE ORGANIZADOR ALICE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120124,SIN MARCA,Marca Externa,LAPICERA DOBLE 3D HARDSHELL CARS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120132,SIN MARCA,Marca Externa,LAPICERA DOBLE 3D METALICO PAW PATROL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127930,ZIPIT MEXI,Marca Externa,LAPICERA 2 SEPARADORES ROSA ARCOIRIS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131743,,Marca Externa,LAPICERA LOCK RETRO GAMER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134598,20533,Marca Externa,LAPICERA CHILLIN CAPIBARA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,13517,COMERCIALIZADORA CHAROS,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125324,OFFICEMAX,Marca Propia,LAPICERA ECO STUK CORCHO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50131041,,Marca Externa,LAPICERA 3D UNICORNIO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116776,OFFICEMAX,Marca Externa,LAPICERA SILICON ROJA C/LETRAS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119698,SIN MARCA,Marca Externa,LAPICERA HAPPY GIRL ROSA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125275,OFFICEMAX,Marca Propia,LAPICERA ECO STUK VERDE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,13517,COMERCIALIZADORA CHAROS,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
50125297,OFFICEMAX,Marca Propia,LAPICERA STUK SIRENA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125304,OFFICEMAX,Marca Propia,LAPICERA STUK MULTICOLOR,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125327,OFFICEMAX,Marca Propia,LAPICERA STUK TRASPARENTE FLOWER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127250,FOTORAMA,Marca Externa,LAPICERA URBANIA TRENDS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127932,ZIPIT MEXI,Marca Externa,LAPICERA 3 SEPARADORES COLOR NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128605,FOTORAMA,Marca Externa,LAPICERA GABBYS DOLLHOUSE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130398,CHENSON,Marca Externa,LAPICERA CHENSON GRIS HOP,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130773,,Marca Externa,MONEDERO AZUL BRITISH BLOOM,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132533,,Marca Externa,LAPICERA AMONG US ROJO 4 PERS YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50136649,,Marca Externa,LAPICERA NEGRA ZLIP 1818,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113250,OFFICEMAX,Marca Externa,LAPICERA CUADRADA TRIPICAL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
50114430,,Marca Externa,LAPICERA DISNEY TOY STORY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116630,TOTTO,Marca Externa,LAPICERA MULTIUSOS MARRANON NG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119328,SIN MARCA,Marca Externa,LAPICERA MULTIUSO ZURICH NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50121958,SN,Marca Externa,LAPICERA NEGRA MULTIUSO TRIK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127211,FOTORAMA,Marca Externa,LAPICERA BELY Y BETO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127985,CHENSON,Marca Externa,LAPICERA HAPPY GIRL ROSA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128215,XTREM,Marca Externa,LAPICERA XTREM UNIVERSITY BLCK GAMER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128359,DANPEX,Marca Externa,LAPICERA CILINDRICA VILLANO 4 AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,10223,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131065,PARK ROSE,Marca Propia,LAPICERA DISENO FLORES CATS STUK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,28730,"PARKROSE GROUP, S.L.",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132041,URBAN AREN,Marca Externa,LAPICERA AZUL CIELO KLASS TOTTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132600,,Marca Externa,LAPICERA URBANIA BASIC TURQUESA FOTORAMA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113304,STUK,Marca Propia,LAPICERA CAFE CON HOJAS STUK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114213,RUZ,Marca Externa,LAPICERA TRIPLE DISNEY FROZEN,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114922,,Marca Externa,LAPICERA ECCENTRIC DONKEY NG,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120154,SIN MARCA,Marca Externa,LAPICERA DISNEY STITCH,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127223,FOTORAMA,Marca Externa,LAPICERA ECCENTRIK DONKEY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131755,,Marca Externa,LAPICERA FLORAL COLORZ BOX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50113236,OFFICEMAX,Marca Externa,LAPICERA GAMER FORMA CONTROL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114657,TOTTO,Marca Externa,LAPICERA TOTTO AGAPEC LILA,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127222,FOTORAMA,Marca Externa,LAPICERA ECCENTRIK DONKEY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12366,FOTORAMA DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128180,SAMSONITE,Marca Externa,LAPICERA IGNITION ORYS ASH BLUE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130998,,Marca Externa,LAPICERA PU DISENIO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119356,SIN MARCA,Marca Externa,LAPICERA CHIZAL N01 INDEPENDIEN,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119665,SIN MARCA,Marca Externa,LAPICERA ESTUCHE GAMING AZUL Y,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125300,OFFICEMAX,Marca Propia,LAPICERA SILICON STUK DISENO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127982,CHENSON,Marca Externa,LAPICERA MINECRAFT VERDE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127997,CHENSON,Marca Externa,LAPICERA CHENSON AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12456,CHENSON NYLON DE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119666,SIN MARCA,Marca Externa,LAPICERA ESTUCHE COLOR NEGRO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125251,OFFICEMAX,Marca Propia,LAPICERA STUK 3D,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125326,OFFICEMAX,Marca Externa,LAPICERA FLOWER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50126052,MAPED,Marca Externa,OPEN XXL LAPICERA FANCY PASTEL BUTTERFLY,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10824,MAPED SILCO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127808,RUZ,Marca Externa,LAPICERA MARVEL SPIDEY AND FRIENDS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127814,RUZ,Marca Externa,LAPICERA UNIVERSAL THE SUPER MARIO BROS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128221,XTREM,Marca Externa,LAPICERA XTREM CAMPBELL FRESHLILAC,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,10220,SAMSONITE MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131741,,Marca Externa,LAPICERA JOYSTICK RACER,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,12434,ZIPIT MEXICO,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132020,URBAN AREN,Marca Externa,LAPICERA ALIEN ALI TOTTO,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132970,,Marca Externa,LAPICERA JURASSIC WORLD VINO DANPEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,10223,INDUSTRIAS DANPEX,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127796,RUZ,Marca Externa,LAPICERA GAZER MIS PASTELITOS FEATURE,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11076,OPERADORA RUZ,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128125,AMERICAN B,Marca Externa,LAPICERA GIGANTOSAURUS,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12361,AMERICAN BAGS,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130785,,Marca Externa,LAPICERA ACOLCHADO FLORES LEAVES WIND,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,20610,APLI PAPER S.A.U.,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132434,,Marca Externa,LAPICERA WILSON ROJO YADATEX,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11764,"GRUPO YADATEX,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50133281,CARVAJAL E,Marca Externa,LAPICERA VERDE SPECIAL OLIVE KIUT,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11682,"CARVAJAL EDUCACION,",ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114034,,Marca Externa,ESTUCHE JUMBO PARTY MONSTER R,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12104,COMERCIALIZADORA DE BIENES Y,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116731,STUK,Marca Propia,LAPICERA ECO HOJAS STUK,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100501,LAPICERAS PLASTICO,20533,OFFICE DEPOT ASIA HOLDING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118070,TOTTO,Marca Externa,LAPICERA MARANON AZUL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,11907,URBAN ARENA,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119662,SIN MARCA,Marca Externa,"ESTUCHE METALICO C/CIERRE, 2 L",10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100502,LAPICERAS TELA,12434,ZIPIT MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
