store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T053,La Paz,2025-10-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076727,ICLIP,Marca Externa,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2025-06-22,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076727,ICLIP,Marca Externa,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2026-01-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,1,214.66,249,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios,2024-10-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50061600,OXFORD,Marca Externa,2,348.28,404,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T085,PLAYA DEL CARMEN PERUGIA,2025-03-03,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2024-01-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30402,ARCHIVEROS PORTATILES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040201,50076735,PENDAFLEX,Marca Externa,1,314.66,365,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes,2025-12-09,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,283.62,329,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-07-16,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,2,187.93,218,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2026-04-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,2,334.48,388,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2026-01-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,167.24,194,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2025-03-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,77.16,89.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-07-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,77.16,89.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2025-12-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,,Marca Propia,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2025-05-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,1,202.59,235,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-12-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125508,STUK,Marca Propia,1,46.98,54.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2025-02-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125169,STUK,Marca Propia,1,51.47,59.7,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2026-01-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,283.62,329,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T026,San Pedro,2024-03-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,171.55,199,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2025-06-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116783,STUK,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-10-02,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,180.43,209.3,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos,2025-02-03,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50052012,OXFORD,Marca Externa,1,131.9,153,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2026-03-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,2,291.38,338,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T009,Coyoacan,2025-05-22,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry,2026-01-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,PARK ROSE,Marca Propia,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2024-12-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125508,STUK,Marca Propia,1,34.44,39.95,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-08-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,1,75.17,87.2,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2024-08-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-06-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50052012,OXFORD,Marca Externa,2,263.79,306,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2026-01-10,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,150,174,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2025-07-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076727,ICLIP,Marca Externa,2,239.66,278,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2024-10-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2025-09-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131071,PARK ROSE,Marca Propia,1,90.52,105,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2025-04-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,149.57,173.5,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T087,GRAN SUR II,2026-02-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,2,567.24,658,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2026-02-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,13517,COMERCIALIZADORA CHAROS,3040101,50134620,PARK ROSE,Marca Externa,1,102.59,119,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2024-12-29,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125169,STUK,Marca Propia,1,85.78,99.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2025-05-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,149.57,173.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2025-08-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,4,743.1,862,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2024-01-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50028190,OXFORD,Marca Externa,2,236.21,274,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II,2025-08-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131073,,Marca Propia,1,90.52,105,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-09-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,128.45,149,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2024-08-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,2,187.94,218,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2025-10-09,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,128.45,149,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2024-07-26,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,73.19,84.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2024-06-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2026-01-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,283.62,329,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2025-10-29,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116435,STUK,Marca Propia,1,171.72,199.2,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II,2025-07-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50086322,OFFICEMAX,Marca Propia,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia,2024-07-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125170,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2024-04-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,171.55,199,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2026-03-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,13517,COMERCIALIZADORA CHAROS,3040101,50134619,,Marca Externa,1,102.59,119,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2024-12-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116435,STUK,Marca Propia,1,167.87,181.3,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2024-02-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-09-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125171,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2024-01-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,4,1031.04,1196,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2025-09-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50061600,OXFORD,Marca Externa,1,175.86,204,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2024-01-10,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50027540,OXFORD,Marca Externa,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2024-02-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50052012,OXFORD,Marca Externa,1,131.9,153,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2024-11-27,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50061600,OXFORD,Marca Externa,1,174.14,202,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2024-02-22,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2025-09-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro,2025-01-04,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,1,68.88,79.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2025-10-27,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,1,214.66,249,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin,2024-03-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2024-07-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T036,Palmas,2024-11-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125169,STUK,Marca Propia,1,171.55,199,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-03-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II,2024-01-11,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,68.1,79,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2026-02-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,13517,COMERCIALIZADORA CHAROS,3040101,50134619,PARK ROSE,Marca Externa,1,102.59,119,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2025-11-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,304.63,329,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-07-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II,2026-03-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,40064,"POLIDEX,",3040101,50137590,POLIDEX,Marca Externa,1,47.41,55,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios,2024-09-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T027,Miguel Angel,2025-08-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,PARK ROSE,Marca Propia,2,60.34,70,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2026-04-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,2,325.86,378,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-03-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50028190,OXFORD,Marca Externa,1,118.1,137,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-12-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,2,187.94,218,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2024-10-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2025-09-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50061600,OXFORD,Marca Externa,1,189.82,205,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-09-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,73.19,84.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin,2025-09-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II,2024-10-22,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,142.24,165,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2024-02-25,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50052012,OXFORD,Marca Externa,1,131.9,153,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2024-05-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express,2026-02-22,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,13517,COMERCIALIZADORA CHAROS,3040101,50134619,PARK ROSE,Marca Externa,1,102.59,119,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2024-07-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
