store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T050,Toluca Aeropuerto,2025-10-09,RETAIL,4,CARPETAS,409,PADFOLIOS Y TARJETEROS,40902,TARJETEROS,20533,OFFICE DEPOT ASIA HOLDING,4090201,50062273,OFFICEMAX,Marca Propia,1,153.02,177.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2024-03-31,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70501,TINTAS,10797,GRUPO AZOR MEXICO,7050101,50012377,AZOR,Marca Externa,1,36.94,39.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2024-01-28,RETAIL,50,COPYMAX,5002,COPIAS A COLOR,500201,COPIAS COLOR CARTA,10295,SIN PROVEEDOR,50020101,50029838,,Marca Externa,56,719.31,834.4,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2025-08-30,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50091305,LAROUSSE,Marca Externa,1,79,79,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2025-10-16,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070402,50029934,,Marca Externa,1,30.17,35,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada,2026-03-31,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50070186,OFFICEMAX,Marca Propia,1,184.26,199,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry,2026-03-22,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070403,50029935,,Marca Externa,1,34.48,40,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2024-12-03,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,20533,OFFICE DEPOT ASIA HOLDING,11010101,50116768,STUK,Marca Propia,1,145.69,169,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2025-08-03,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,10842,AFEX INDUSTRIAL Y COMERCIAL,10120101,50132149,,Marca Propia,1,125,145,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-11-24,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50125247,OFFICEMAX,Marca Propia,1,120.69,140,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro,2024-05-05,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,11987,D CASTRO IMPORTADORES DE,12010203,50085467,,Marca Externa,1,42.24,49,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2025-08-29,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12297,SERVICIOS COMERCIALES AMAZON MEXICO,12050102,50110917,SN,Marca Externa,18,543.1,630,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T086,Coatzacoalcos II,2024-10-18,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027262,ESTRELLA,Marca Externa,2,256.9,298,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-12-10,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101701,BOLIGRAFOS FINOS,10502,PENTEL DE MEXICO,10170101,50095646,PENTEL,Marca Externa,1,400.86,465,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2024-08-08,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070403,50029935,,Marca Externa,1,34.48,40,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2024-08-18,RETAIL,10,ARTICULOS ESCOLARES,1021,FLAUTAS,102101,FLAUTAS,10627,YAMAHA DE MEXICO,10210101,50025024,YAMAHA,Marca Externa,2,118.97,138,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida,2024-03-16,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30602,TARJETAS INDICE COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060201,50011906,OXFORD,Marca Externa,1,54.22,62.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-04-05,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,13,637.67,739.7,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2025-01-05,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,5010101,50100573,OFFICEMAX,Marca Propia,1,42.24,49,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2025-10-24,RETAIL,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,60053,RIU PACKING,7030101,50135314,RIU PACKIN,Marca Externa,1,51.64,59.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2024-12-12,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082232,,Marca Externa,1,19,19,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-09-02,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101202,LIBRETAS PROFESIONAL,10223,INDUSTRIAS DANPEX,10120201,50064871,DANPEX,Marca Externa,1,275,319,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada,2024-08-06,RETAIL,50,COPYMAX,5002,COPIAS A COLOR,500202,COPIAS COLOR OFICIO,10295,SIN PROVEEDOR,50020201,50029844,,Marca Externa,1,14.63,15.8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2024-03-18,RETAIL,7,CORREO Y PAQUETERIA,703,ENVIO Y CORREO,70301,BURBUJA,11640,"BURBUTEK,",7030101,50018581,OFFICEMAX,Marca Propia,1,73.71,85.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-12-03,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60201,ROLLO TERMICO,12176,FORMULARIOS DE MEXICO,6020101,50096451,OFFICEMAX,Marca Propia,3,1471.56,1707,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-05-12,RETAIL,11,ARTE Y DISENO,1101,PIZARRONES Y ACCESORIOS,110101,PIZARRONES BLANCOS,10188,PINTARRON ALFRA,11010101,50073771,ALFRA,Marca Externa,1,1723.28,1999,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2025-03-06,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070401,50029933,,Marca Externa,23,594.83,690,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T026,San Pedro,2024-02-28,RETAIL,2,ELECTRONICOS,201,CALCULADORAS,20102,CALCULADORAS CIENTIFICAS,12026,CALCUTIME,2010201,50092707,CELICA,Marca Externa,1,192.41,223.2,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2025-04-09,RETAIL,2,ELECTRONICOS,201,CALCULADORAS,20103,CALCULADORAS ESCRITORIO,12175,ACCO MEXICANA,2010301,50097307,BARRILITO,Marca Externa,2,238.89,258,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos,2024-12-07,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,10110101,50040902,JANEL,Marca Externa,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2024-10-15,RETAIL,6,PAPEL,602,ROLLOS DE PAPEL,60201,ROLLO TERMICO,11906,FORMULARIOS DE MEXICO,6020101,50050823,OFFICEMAX,Marca Propia,2,687.94,798,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2025-04-07,RETAIL,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,20533,OFFICE DEPOT ASIA HOLDING,7040101,50065913,OFFICEMAX,Marca Propia,1,392.24,455,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2025-06-28,RETAIL,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,20533,OFFICE DEPOT ASIA HOLDING,18060101,50063807,OFFICEMAX,Marca Propia,1,42.24,49,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec,2025-06-09,RETAIL,50,COPYMAX,5007,ENGARGOLADOS CARTA,500704,ENGARG.MET.PLAST. CARTA,10295,SIN PROVEEDOR,50070402,50029934,,Marca Externa,6,181.03,210,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2024-10-28,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,12390,NEWARX,17020102,50118054,,Marca Externa,1,99,99,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express,2026-04-20,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027262,BIO PAPPEL,Marca Externa,4,603.45,700,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2024-08-15,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50083960,OFFICEMAX,Marca Propia,2,103.28,119.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2025-03-08,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,12232,KYMA CA,4040101,50063111,OFFICEMAX,Marca Propia,1,38.79,45,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2024-09-07,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500503,IMP. DIGITAL DCARTA COLOR,10295,SIN PROVEEDOR,50050302,50029905,,Marca Externa,11,185.87,215.6,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca,2025-10-19,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062026,OFFICEMAX,Marca Propia,1,90.43,104.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2026-03-07,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,77.5,89.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca,2026-01-30,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50137307,GRANMARK,Marca Externa,1,25.78,29.9,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla,2025-10-31,RETAIL,22,TIEMPO AIRE ELECTRONICO,2201,TIEMPO AIRE ELECTRONICO,220106,PAQUETE DE DATOS TELCEL,12169,XCD DESARROLLADORA,22010601,50121994,S/N,Marca Externa,1,86.21,100,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2025-06-21,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50024572,,Marca Externa,1,75.78,87.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2026-01-09,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027261,ESTRELLA,Marca Externa,1,180.17,209,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-01-02,RETAIL,50,COPYMAX,5005,IMPRESIONES DIG. COLOR,500501,IMP. DIGITAL CARTA COLOR,10295,SIN PROVEEDOR,50050102,50029891,,Marca Externa,28,359.63,417.2,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2024-12-23,RETAIL,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,11928,ENERGIZER MEXICO,18060101,50025466,ENERGIZER,Marca Externa,1,141.38,164,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2025-07-08,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062026,OFFICEMAX,Marca Propia,1,90.43,104.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2025-02-28,RETAIL,11,ARTE Y DISENO,1106,ENVOLTURA DE REGALOS,110603,BOLSAS DE REGALO,10992,"GRANMARK,",11060301,50113728,GRANMARK,Marca Externa,2,38.79,45,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin,2025-07-25,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50103011,,Marca Externa,1,79,79,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2024-05-20,RETAIL,2,ELECTRONICOS,204,ACCESORIOS DE ELECTRONICA,20401,ACCESORIOS DE CARGA,12183,EDGESTAR ACCESORIES,2040101,50106445,,Marca Externa,1,85.34,99,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T070,Xalapa II,2026-01-13,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90904,TIRAS SUJETADORAS,10254,VELCRO DE MEXICO,9090401,50042930,VELCRO,Marca Externa,1,50,58,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada,2025-09-01,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082222,,Marca Externa,1,24.9,24.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2024-03-15,RETAIL,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,14010101,50125731,ASUS,Marca Externa,1,6292.24,7299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T070,Xalapa II,2024-10-21,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027259,ESTRELLA,Marca Externa,5,599.14,695,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T030,Donceles Express,2025-05-20,RETAIL,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,12118,NEWELL BRANDS DE MEXICO,2020101,50053922,DYMO,Marca Externa,3,452.59,525,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2024-07-22,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,5010101,50050961,OFFICEMAX,Marca Propia,1,62.84,72.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2025-01-29,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,20533,OFFICE DEPOT ASIA HOLDING,10120101,50125284,OFFICEMAX,Marca Propia,2,32.02,37.14,ST,T,EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2024-04-11,RETAIL,50,COPYMAX,5026,ACCESORIOS COPYMAX,502601,ACCESORIOS COPYMAX,SIN PROVEEDOR,SIN PROVEEDOR,50260101,50125928,,Marca Propia,1,6.9,8,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2024-11-05,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,10797,GRUPO AZOR MEXICO,4040101,50061645,LEFORT,Marca Externa,4,206.55,239.6,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2025-01-29,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70503,SELLOS,12347,SAC DESIGNS,7050301,50130835,,Marca Externa,3,49.14,57,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2025-02-11,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062025,OFFICEMAX,Marca Propia,2,187.93,218,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2024-09-13,RETAIL,50,COPYMAX,5017,SERVICIOS VARIOS PROMO,501701,SERVICIOS VARIOS PROMO,10295,SIN PROVEEDOR,50170115,50072065,,Marca Externa,2,4.32,5,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2025-07-25,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027261,BIO PAPPEL,Marca Externa,1,180.17,209,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2024-08-11,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70503,SELLOS,12504,TRO SELLOS MEXICO,7050302,50121544,SN,Marca Externa,1,128.88,149.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez,2024-05-08,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12297,SERVICIOS COMERCIALES AMAZON MEXICO,12050102,50110917,,Marca Externa,1,25.86,30,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2025-08-07,RETAIL,2,ELECTRONICOS,203,ENERGIA,20302,EXTENSIONES Y MULTICONTACTOS,28751,Ice Group LLC DBA Country Club,2030201,50130541,PHOTIVE,Marca Externa,1,107.33,124.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express,2024-08-16,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70502,COJINES,10797,GRUPO AZOR MEXICO,7050201,50012368,AZOR,Marca Externa,1,60.26,69.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2025-08-04,RETAIL,2,ELECTRONICOS,204,ACCESORIOS DE ELECTRONICA,20401,ACCESORIOS DE CARGA,12183,EDGESTAR ACCESORIES,2040101,50106440,,Marca Externa,1,85.34,99,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2024-08-24,RETAIL,7,CORREO Y PAQUETERIA,704,FOLIADORES,70402,PISTOLA ETIQUETADORA,20533,OFFICE DEPOT ASIA HOLDING,7040201,50062277,OFFICEMAX,Marca Propia,1,430.6,499.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2025-09-20,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50065844,OFFICEMAX,Marca Propia,2,274.14,318,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc,2024-05-01,RETAIL,2,ELECTRONICOS,202,ELECTRONICOS DE OFICINA,20201,ROTULADORES,12118,NEWELL BRANDS DE MEXICO,2020101,50053923,DYMO,Marca Externa,2,274.14,318,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2025-11-02,RETAIL,50,COPYMAX,5010,ENMICADOS,501001,ENMICADOS,10295,SIN PROVEEDOR,50100101,50029958,,Marca Externa,2,31.04,36,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-04-15,RETAIL,5,FORMAS DE NEGOCIO,501,FORMAS ADMINISTRATIVAS,50101,FORMAS CONTABLES,11906,FORMULARIOS DE MEXICO,5010101,50100577,OFFICEMAX,Marca Propia,1,82.67,95.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2025-08-31,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50128485,EDICIONES,Marca Externa,1,89,89,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2025-12-11,RETAIL,6,PAPEL,605,PAPEL LASER,60501,PAPEL FOTOGRAFICO,20533,OFFICE DEPOT ASIA HOLDING,6050101,50062025,OFFICEMAX,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2024-01-28,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,10725,PRODUCTOS MARCO POLO,18030201,50119263,SIN MARCA,Marca Externa,1,27.9,27.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2024-10-03,RETAIL,18,CHECKOUT,1806,PILAS,180601,PILAS ALCALINAS,11928,ENERGIZER MEXICO,18060101,50025499,ENERGIZER,Marca Externa,2,274.14,318,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2025-07-30,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50096732,OFFICEMAX,Marca Propia,1,118.3,118.3,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia,2025-09-07,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101101,FORRO AUTOADHERIBLE,10155,JANEL,10110101,50040903,JANEL,Marca Externa,2,377.58,438,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2025-01-09,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50063594,VIRTUO,Marca Externa,1,116.38,135,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2024-08-19,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70503,SELLOS,12347,SAC DESIGNS,7050301,50128296,HELLO KITT,Marca Externa,1,12.01,13.93,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-08-03,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101702,PLUMAS FUENTE,11759,"PILOT PEN DE MEXICO,",10170201,50031706,PILOT,Marca Externa,1,71.12,82.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2024-04-12,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1201,FERRETERIA,120102,SEGURIDAD,20533,OFFICE DEPOT ASIA HOLDING,12010204,50118517,STUK,Marca Propia,1,85.34,99,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2025-01-19,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101203,LIBRETAS POCKET,10865,EDICIONES LAROUSSE,10120301,50076815,MOLESKINE,Marca Externa,1,309.48,359,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz,2024-05-30,RETAIL,5,FORMAS DE NEGOCIO,502,LIBROS CONTABLES,50201,LIBROS CONTABLES,13557,TALLERES ESTRELLA,5020101,50027261,ESTRELLA,Marca Externa,1,125,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2024-01-09,RETAIL,15,IMPRESION,1502,EQUIPOS,150203,MULTIFUNCIONALES,11938,COMPUTING AND PRINTING MEXICO,15020303,50112783,,Marca Externa,1,7757.76,8999,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2024-11-21,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062000,SN,Marca Propia,2,515.52,598,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2024-05-22,RETAIL,7,CORREO Y PAQUETERIA,705,COJINES Y SELLOS,70501,TINTAS,10797,GRUPO AZOR MEXICO,7050101,50012377,AZOR,Marca Externa,1,34.4,39.9,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz,2025-09-06,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070101,50076308,OFFICEMAX,Marca Propia,1,21.55,25,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-08-22,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082227,,Marca Externa,1,34.9,34.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2024-08-07,RETAIL,18,CHECKOUT,1803,COFFEE BREAK,180302,GALLETAS Y PAN,11891,BIMBO,18030201,50082214,,Marca Externa,1,29,29,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2026-02-19,RETAIL,12,SEGURIDAD Y MANTENIMIENTO,1204,MANEJO DE VALORES,120402,CAJAS DE DINERO,20533,OFFICE DEPOT ASIA HOLDING,12040201,50062000,OFFICEMAX,Marca Propia,2,687.93,798,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-06-15,RETAIL,17,LIBROS,1702,INFANTILES,170201,LIBROS INFANTILES,10865,EDICIONES LAROUSSE,17020102,50104535,LAROUSSE,Marca Externa,1,79,79,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2026-01-31,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90701,LIGAS,11582,INDUSTRIAS LEON,9070101,50076308,OFFICEMAX,Marca Propia,1,21.47,24.9,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
