store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit cost,costo calculado,precio,costo * qty,utilidad,margen,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T001,San Jeronimo                  ,29/08/2025,22003,RETAIL,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101802,SACAPUNTAS ELECTRICOS,20533,OFFICE DEPOT ASIA HOLDING,10180201,50131038,,Marca Externa,1,142.24,165,ST,72.864,101.48,142.24,101.48,40.76,0.2866,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II                   ,10/04/2026,48878,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061985,OFFICEMAX,Marca Propia,1,51.64,59.9,ST,17.268,32.08,49.91,32.08,19.56,0.3788,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,26/10/2024,38759,RETAIL,10,ARTICULOS ESCOLARES,1021,FLAUTAS,102101,FLAUTAS,10627,YAMAHA DE MEXICO,10210101,50025024,YAMAHA,Marca Externa,1,99.14,115,ST,69.6,78.57,99.14,78.57,20.57,0.2075,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo                  ,22/08/2024,60328,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,11171,BINNEY Y SMITH MEXICO,10190101,50041324,CRAYOLA,Marca Externa,1,78.36,90.9,ST,52.128,61.53,78.36,61.53,16.84,0.2148,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,09/08/2024,74288,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011911,OXFORD,Marca Externa,1,34.91,40.5,ST,19.128,25.42,34.91,25.42,9.48,0.2717,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,05/07/2024,82110,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070102,50011854,CARDINAL,Marca Externa,1,45.26,52.5,ST,29.46,34.9,45.26,34.9,10.36,0.2289,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos            ,12/07/2024,56993,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50069461,OFFICEMAX,Marca Propia,1,18.88,21.9,ST,8.64,12.83,18.88,12.83,6.05,0.3204,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,19/03/2024,56924,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,10797,GRUPO AZOR MEXICO,10160102,50054802,SABLON,Marca Externa,1,100.93,109,ST,73.2,80.97,93.97,80.97,19.97,0.1978,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T074,Cuernavaca II                 ,13/08/2024,49700,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50116804,STUK,Marca Propia,1,171.55,199,ST,113.568,126.78,171.55,126.78,44.77,0.261,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos            ,27/04/2025,30120,RETAIL,10,ARTICULOS ESCOLARES,1003,MARCADORES,100303,MARCADORES DE CERA,11863,DIXON COMERCILIZADORA,10030301,50083443,DIXON,Marca Externa,1,12.93,15,ST,11.88,11.41,12.93,11.41,1.51,0.1172,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara                   ,14/02/2024,24714,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50116778,STUK,Marca Propia,1,28.91,33.54,ST,21.24,23.3,28.91,23.3,5.61,0.1939,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos                     ,04/10/2025,10828,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30402,ARCHIVEROS PORTATILES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040201,50026417,GLOBEWEIS,Marca Externa,2,550,638,ST,203.832,222.415,275,444.83,105.17,0.1912,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II                        ,26/08/2024,5939,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50125250,OFFICEMAX,Marca Propia,1,145.69,169,ST,85.56,103.35,145.69,103.35,42.34,0.2906,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,29/04/2024,173,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,17.47,24.91,17.47,7.43,0.2985,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen             ,02/09/2024,7545,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90405,IMANES,28730,"PARKROSE GROUP, S.L.",9040501,50125497,STUK,Marca Propia,1,36.15,41.93,ST,13.788,23.82,36.15,23.82,12.33,0.3411,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,25/01/2026,31105,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,28730,"PARKROSE GROUP, S.L.",9030401,50131067,PARK ROSE,Marca Externa,1,19.4,22.5,ST,18.228,17.29,38.79,17.29,2.1,0.1085,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun                        ,10/03/2024,3737,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,1,39.22,45.5,ST,10.5,23.97,39.22,23.97,15.24,0.3887,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,07/09/2025,89175,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50120319,SIN MARCA,Marca Externa,1,288.79,335,ST,208.8,237.77,288.79,237.77,51.02,0.1767,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry                        ,08/01/2024,76952,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,13574,MOO-VINGO MEXICO,9030401,50123121,SN,Marca Externa,2,61.21,71,ST,20.16,23.705,30.6,47.41,13.8,0.2255,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero                 ,02/08/2025,90329,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,10797,GRUPO AZOR MEXICO,10160102,50054802,SABLON,Marca Externa,2,198.28,230,ST,73.2,80.955,93.97,161.91,36.37,0.1834,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon                          ,29/07/2025,21947,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,11171,BINNEY Y SMITH MEXICO,10190101,50061330,CRAYOLA,Marca Externa,1,36.34,42.15,ST,37.164,33.51,49.57,33.51,2.83,0.0779,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,28/10/2025,98378,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,77.5,89.9,ST,55.2,61.75,72.84,61.75,15.75,0.2032,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,17/01/2024,877,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50027481,OXFORD,Marca Externa,1,172.2,199.75,ST,139.596,144.23,240.52,144.23,27.96,0.1624,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin                   ,07/11/2024,91352,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,17.9,24.91,17.9,7.01,0.2814,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,26/07/2025,92627,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50125250,OFFICEMAX,Marca Propia,1,145.69,169,ST,85.56,108.49,145.69,108.49,37.2,0.2553,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon                          ,07/10/2024,3475,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060203,50113657,,Marca Externa,1,128.45,149,ST,87.864,98.92,128.45,98.92,29.53,0.2299,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,03/12/2024,19913,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10933,"HENKEL CAPITAL,",9090102,50013487,PRITT,Marca Externa,1,38.71,44.9,ST,28.68,31.3,38.71,31.3,7.41,0.1913,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz                      ,17/02/2024,51945,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,20533,OFFICE DEPOT ASIA HOLDING,4020201,50065879,DIVOGA,Marca Externa,1,154.31,179,ST,91.128,109.97,159.48,109.97,44.34,0.2874,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa                       ,26/04/2024,78611,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10933,"HENKEL CAPITAL,",9020301,50122809,SN,Marca Externa,2,92.41,99.8,ST,33.264,36.96,43.02,73.92,18.48,0.2,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,20/01/2025,33134,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50063114,OFFICEMAX,Marca Propia,1,42.67,49.5,ST,30,33.84,42.67,33.84,8.84,0.2071,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta              ,24/07/2024,79077,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,10824,MAPED SILCO,9050201,50077265,MAPED,Marca Externa,1,162.93,189,ST,100.14,123.19,162.93,123.19,39.74,0.2439,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos                    ,26/04/2024,30693,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076334,OFFICEMAX,Marca Propia,5,387.5,449.5,ST,51.336,60.14,77.5,300.7,86.8,0.224,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas                    ,13/11/2025,14092,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,56.9,66,ST,24.06,39.05,54.22,39.05,17.85,0.3138,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,04/08/2025,15798,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,,Marca Externa,1,41.38,48,ST,10.5,25.8,39.22,25.8,15.58,0.3765,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,11/01/2026,82142,RETAIL,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101802,SACAPUNTAS ELECTRICOS,20533,OFFICE DEPOT ASIA HOLDING,10180201,50131038,,Marca Externa,1,142.24,165,ST,72.864,101.48,142.24,101.48,40.76,0.2865,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,04/02/2025,67952,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070103,50011838,CARDINAL,Marca Externa,1,33.19,38.5,ST,20.412,25.1,33.19,25.1,8.09,0.2437,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero                 ,21/01/2025,67208,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012979,SCRIBE,Marca Externa,2,121.24,140.64,ST,44.712,50.11,75.78,100.22,21.02,0.1734,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa                       ,17/08/2024,42121,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90405,IMANES,20533,OFFICE DEPOT ASIA HOLDING,9040501,50125209,OFFICEMAX,Marca Propia,1,57.33,66.5,ST,25.02,39.09,40.13,39.09,18.24,0.3182,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa                       ,31/01/2025,7362,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,OFFICEMAX,Marca Propia,1,16.58,17.9,ST,9.276,12.92,15.43,12.92,3.66,0.221,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro              ,17/06/2025,60597,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,10393,CORPORACION GAIRET,3010301,50133020,,Marca Externa,1,33.62,39,ST,24,26.81,33.62,26.81,6.81,0.2026,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II                   ,15/01/2026,18284,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50026536,OXFORD,Marca Externa,1,266.38,309,ST,185.256,210.38,266.38,210.38,56,0.2102,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos                    ,19/08/2025,92715,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012981,,Marca Externa,3,227.33,263.7,ST,44.772,53.05333333,75.78,159.16,68.17,0.2999,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,07/12/2025,48864,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50050603,RESISTOL,Marca Externa,1,51.72,60,ST,33.264,40.14,43.02,40.14,11.58,0.224,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,11/06/2024,54585,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,17.47,24.91,17.47,7.44,0.2987,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz                   ,03/09/2025,87272,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90505,ENGRAPADORAS USO RUDO,20533,OFFICE DEPOT ASIA HOLDING,9050501,50065894,OFFICEMAX,Marca Propia,1,185.34,215,ST,81.816,124.15,185.34,124.15,61.19,0.3301,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,20/02/2025,37748,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,12232,KYMA CA,4040101,50063111,OFFICEMAX,Marca Propia,2,77.59,90,ST,32.76,33.05,43.02,66.1,11.49,0.1481,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,15/02/2024,44592,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,OFFICEMAX,Marca Propia,1,176.72,205,ST,122.16,139.25,188.79,139.25,37.46,0.212,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz                   ,02/12/2025,94816,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,11439,SAMSILL DE MEXICO,4010201,50133335,,Marca Externa,1,81.9,95,ST,57.24,64.8,81.9,64.8,17.1,0.2088,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan                       ,27/08/2025,23210,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110066,ACCO,Marca Externa,1,142.24,165,ST,79.752,104.36,142.24,104.36,37.89,0.2663,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero                 ,27/07/2025,89158,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012981,SCRIBE,Marca Externa,1,75.78,87.9,ST,44.772,56.67,75.78,56.67,19.11,0.2522,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,26/08/2025,60912,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101102,FORRO PLASTICO,12360,DISTRIBUIDORA ABEST,10110201,50114342,,Marca Externa,1,44.35,51.45,ST,45.276,41.04,63.36,41.04,3.31,0.0747,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,30/08/2024,50509,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,28730,"PARKROSE GROUP, S.L.",3010201,50125494,STUK,Marca Propia,2,60.22,69.86,ST,22.764,24.54,30.11,49.08,11.14,0.185,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II                 ,03/04/2024,9616,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30602,TARJETAS INDICE COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060201,50011906,OXFORD,Marca Externa,1,54.22,62.9,ST,24.828,37.44,54.22,37.44,16.79,0.3096,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T033,Gonzalitos                    ,17/06/2025,82998,RETAIL,4,CARPETAS,401,CARPETAS,40105,CARPETAS ESQUELA,12056,GRUPO COMERCIAL DI LEON,4010501,50069833,AVERY,Marca Externa,3,540.52,627,ST,163.32,158.1366667,154.31,474.41,66.11,0.1223,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa                        ,30/04/2024,63781,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50012980,SCRIBE,Marca Externa,1,75.78,87.9,ST,52.044,59.58,75.78,59.58,16.21,0.2138,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,12/01/2025,87045,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,12056,GRUPO COMERCIAL DI LEON,3030201,50040822,AVERY,Marca Externa,1,512.93,595,ST,389.904,410.9,481.9,410.9,102.03,0.1989,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria                        ,05/02/2024,15057,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50063594,VIRTUO,Marca Externa,1,116.38,135,ST,86.328,87.02,116.38,87.02,29.36,0.2523,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,09/02/2024,31391,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30402,ARCHIVEROS PORTATILES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040201,50026417,GLOBEWEIS,Marca Externa,1,275,319,ST,203.832,222.43,275,222.43,52.57,0.1912,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,08/07/2025,8109,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051956,RESISTOL,Marca Externa,1,31.81,36.9,ST,23.28,25.61,31.81,25.61,6.21,0.1951,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,01/03/2025,28909,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50069461,SN,Marca Externa,1,18.88,21.9,ST,8.64,13.04,18.88,13.04,5.84,0.3093,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,22/09/2025,44504,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,1,41.38,48,ST,10.5,25.8,39.22,25.8,15.58,0.3765,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,16/01/2024,92378,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50116912,,Marca Externa,1,30.09,34.9,ST,21.6,24.05,30.09,24.05,6.04,0.2009,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA      ,11/08/2025,34062,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,20533,OFFICE DEPOT ASIA HOLDING,9030401,50130953,XIANGFENG,Marca Externa,1,38.79,45,ST,21.012,28.15,38.79,28.15,10.64,0.2743,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II                        ,10/12/2025,91480,RETAIL,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101802,SACAPUNTAS ELECTRICOS,20533,OFFICE DEPOT ASIA HOLDING,10180201,50125345,OFFICEMAX,Marca Propia,1,375,435,ST,287.592,307.33,375,307.33,67.67,0.1805,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,07/08/2024,58735,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50069461,OFFICEMAX,Marca Propia,2,26.43,30.66,ST,8.64,9.93,18.88,19.86,6.57,0.2484,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan               ,05/10/2024,11812,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50033933,OFFICEMAX,Marca Propia,1,93.97,109,ST,49.428,67.58,93.97,67.58,26.39,0.2808,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara                   ,14/12/2024,81879,RETAIL,3,ARCHIVO Y ACCESORIOS,305,FOLDERS COLGANTES,30502,ACCESORIOS DE ARCHIVO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3050201,50011877,PENDAFLEX,Marca Externa,1,193.97,225,ST,170.88,168.17,193.97,168.17,25.8,0.133,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,27/02/2024,99091,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110064,ACCO,Marca Externa,1,231.9,269,ST,152.496,183.02,243.54,183.02,48.88,0.2108,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas                        ,14/01/2025,16804,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90303,CINTAS INVISIBLES,20533,OFFICE DEPOT ASIA HOLDING,9030301,50063049,OFFICEMAX,Marca Propia,1,102.59,119,ST,52.464,74.04,102.59,74.04,28.55,0.2783,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria                        ,15/08/2024,28709,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101603,HERMETICOS,12327,ZYLKU IMPORTACIONES,10160301,50116912,,Marca Externa,1,24.07,27.92,ST,21.6,21.04,30.09,21.04,3.04,0.1261,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II                   ,03/03/2026,39011,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50027481,OXFORD,Marca Externa,1,240.52,279,ST,139.596,178.43,240.52,178.43,62.09,0.2582,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express               ,23/08/2025,59503,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10217,STAEDTLER DE MEXICO,9020301,50128075,UHU,Marca Externa,1,100.69,116.8,ST,81.54,86.02,119.83,86.02,14.67,0.1457,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia                       ,29/11/2025,74391,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,10824,MAPED SILCO,9050101,50077264,MAPED,Marca Externa,1,128.45,149,ST,72.564,98.31,128.45,98.31,30.14,0.2346,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,24/04/2024,50934,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30105,FOLDERS DE PRESENTACION,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010501,50061430,OXFORD,Marca Externa,1,53.36,61.9,ST,38.196,42.59,55.95,42.59,10.77,0.2017,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos                    ,04/08/2025,90364,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,28730,"PARKROSE GROUP, S.L.",3010301,50131347,28730,Marca Externa,1,30.17,35,ST,13.068,20.53,30.17,20.53,9.64,0.3195,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
