store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit_cost,costo_calculado,precio,costo_x_qty,utilidad,margen,estatus,ecologicos,clasificacion_retail,estatus_operativo,-10%,-5%,5%,10%,-10%_dup,-5%_dup,5%_dup,10%_dup,unnamed:_39,precio_real,beta_utilizada,tipo_ventana_beta,sensibilidad_precio,en_analisis,precio_nuevo_menos_10pct,unidades_sim_menos_10pct,ingresos_sim_menos_10pct,precio_nuevo_menos_5pct,unidades_sim_menos_5pct,ingresos_sim_menos_5pct,precio_nuevo_mas_5pct,unidades_sim_mas_5pct,ingresos_sim_mas_5pct,precio_nuevo_mas_10pct,unidades_sim_mas_10pct,ingresos_sim_mas_10pct,ingresos_reales
T016,Puebla                        ,2024-12-19,98942,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,11682,"CARVAJAL EDUCACION,",4020101,50129569,CARVAJAL E,Marca Externa,1,222.67,258.3,ST,227.796,206.25,318.1,206.25,16.42,0.0737,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,286.29,302.195,334.005,349.91,0.9,0.95,1.05,1.1,,222.67,,No_analizado,No_en_analisis,False,200.4,1.0,200.4,211.54,1.0,211.54,233.8,1.0,233.8,244.94,1.0,244.94,222.67
T056,Cuautla                       ,2025-12-19,334,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135537,APLI PAPER,Marca Externa,1,306.04,355.0,ST,173.868,225.47,306.04,225.47,80.58,0.2633,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,275.436,290.738,321.342,336.644,0.9,0.95,1.05,1.1,,306.04,,No_analizado,No_en_analisis,False,275.44,1.0,275.44,290.74,1.0,290.74,321.34,1.0,321.34,336.64,1.0,336.64,306.04
T065,Merida II                     ,2024-11-05,57616,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129165,MANUFACTUR,Marca Externa,1,168.1,195.0,ST,100.704,126.01,168.1,126.01,42.09,0.2504,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,151.29,159.695,176.505,184.91,0.9,0.95,1.05,1.1,,168.1,,No_analizado,No_en_analisis,False,151.29,1.0,151.29,159.7,1.0,159.7,176.5,1.0,176.5,184.91,1.0,184.91,168.1
T050,Toluca Aeropuerto             ,2025-12-19,46848,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134473,MANUFACTUR,Marca Externa,1,464.66,539.0,ST,225.48,326.28,464.66,326.28,138.38,0.2978,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,418.194,441.427,487.893,511.126,0.9,0.95,1.05,1.1,,464.66,,No_analizado,No_en_analisis,False,418.19,1.0,418.19,441.43,1.0,441.43,487.89,1.0,487.89,511.13,1.0,511.13,464.66
T077,San Isidro                    ,2024-01-14,87293,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50122237,DANPEX,Marca Externa,1,271.55,315.0,ST,196.836,217.79,190.09,217.79,53.76,0.198,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,171.081,180.5855,199.5945,209.099,0.9,0.95,1.05,1.1,,271.55,,No_analizado,No_en_analisis,False,244.4,1.0,244.4,257.97,1.0,257.97,285.13,1.0,285.13,298.71,1.0,298.71,271.55
T051,Gomez Morin                   ,2024-12-16,104540,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50129521,INDUSTRIAS,Marca Externa,1,409.48,475.0,ST,292.992,326.82,409.48,326.82,82.66,0.2019,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,368.532,389.006,429.954,450.428,0.9,0.95,1.05,1.1,,409.48,,No_analizado,No_en_analisis,False,368.53,1.0,368.53,389.01,1.0,389.01,429.95,1.0,429.95,450.43,1.0,450.43,409.48
T035,Gran Plaza                    ,2025-12-24,96359,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134465,CAVALIER,Marca Externa,1,464.66,539.0,ST,225.48,326.28,464.66,326.28,138.38,0.2978,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,418.194,441.427,487.893,511.126,0.9,0.95,1.05,1.1,,464.66,,No_analizado,No_en_analisis,False,418.19,1.0,418.19,441.43,1.0,441.43,487.89,1.0,487.89,511.13,1.0,511.13,464.66
T021,Acapulco                      ,2025-11-13,57691,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134463,MANUFACTUR,Marca Externa,1,464.66,539.0,ST,225.48,326.28,464.66,326.28,138.38,0.2978,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,418.194,441.427,487.893,511.126,0.9,0.95,1.05,1.1,,464.66,,No_analizado,No_en_analisis,False,418.19,1.0,418.19,441.43,1.0,441.43,487.89,1.0,487.89,511.13,1.0,511.13,464.66
T059,Esmeralda                     ,2025-12-09,83120,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50135204,INDUSTRIAS,Marca Externa,1,412.93,479.0,ST,307.716,334.68,412.93,334.68,78.25,0.1895,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,371.637,392.2835,433.5765,454.223,0.9,0.95,1.05,1.1,,412.93,,No_analizado,No_en_analisis,False,371.64,1.0,371.64,392.28,1.0,392.28,433.58,1.0,433.58,454.22,1.0,454.22,412.93
T032,Santa Fe II                   ,2026-02-16,14063,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135536,APLI PAPER,Marca Externa,1,203.45,236.0,ST,142.956,161.28,254.31,161.28,42.16,0.2072,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,228.879,241.5945,267.0255,279.741,0.9,0.95,1.05,1.1,,203.45,,No_analizado,No_en_analisis,False,183.1,1.0,183.1,193.28,1.0,193.28,213.62,1.0,213.62,223.8,1.0,223.8,203.45
T018,Polanco II                    ,2024-11-15,94692,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129146,MANUFACTUR,Marca Externa,1,400.86,465.0,ST,244.584,302.34,369.83,302.34,98.52,0.2458,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,332.847,351.3385,388.3215,406.813,0.9,0.95,1.05,1.1,,400.86,,No_analizado,No_en_analisis,False,360.77,1.0,360.77,380.82,1.0,380.82,420.9,1.0,420.9,440.95,1.0,440.95,400.86
T038,Tabasco                       ,2024-11-07,5824,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129154,MANUFACTUR,Marca Externa,1,400.86,465.0,ST,244.584,302.34,369.83,302.34,98.52,0.2458,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,332.847,351.3385,388.3215,406.813,0.9,0.95,1.05,1.1,,400.86,,No_analizado,No_en_analisis,False,360.77,1.0,360.77,380.82,1.0,380.82,420.9,1.0,420.9,440.95,1.0,440.95,400.86
T076,Patria                        ,2026-01-06,46160,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135522,APLI PAPER,Marca Externa,1,214.66,249.0,ST,125.448,159.6,214.66,159.6,55.06,0.2565,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,193.194,203.927,225.393,236.126,0.9,0.95,1.05,1.1,,214.66,,No_analizado,No_en_analisis,False,193.19,1.0,193.19,203.93,1.0,203.93,225.39,1.0,225.39,236.13,1.0,236.13,214.66
T065,Merida II                     ,2026-01-04,18924,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135542,APLI PAPER,Marca Externa,1,289.05,335.3,ST,237.816,243.62,412.93,243.62,45.44,0.1572,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,371.637,392.2835,433.5765,454.223,0.9,0.95,1.05,1.1,,289.05,,No_analizado,No_en_analisis,False,260.15,1.0,260.15,274.6,1.0,274.6,303.5,1.0,303.5,317.96,1.0,317.96,289.05
T044,Pachuca                       ,2024-11-04,9085,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129161,MANUFACTUR,Marca Externa,1,168.1,195.0,ST,100.704,126.01,150.86,126.01,42.09,0.2504,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,135.774,143.317,158.403,165.946,0.9,0.95,1.05,1.1,,168.1,,No_analizado,No_en_analisis,False,151.29,1.0,151.29,159.7,1.0,159.7,176.5,1.0,176.5,184.91,1.0,184.91,168.1
T006,Arboledas                     ,2025-01-23,77470,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129613,APLI PAPER,Marca Externa,1,521.55,605.0,ST,279.816,377.37,516.38,377.37,144.18,0.2765,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,464.742,490.561,542.199,568.018,0.9,0.95,1.05,1.1,,521.55,,No_analizado,No_en_analisis,False,469.4,1.0,469.4,495.47,1.0,495.47,547.63,1.0,547.63,573.71,1.0,573.71,521.55
T020,Mariano Otero                 ,2024-11-15,13223,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129145,MANUFACTUR,Marca Externa,1,400.86,465.0,ST,244.584,302.34,258.88,302.34,98.52,0.2458,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,232.992,245.936,271.824,284.768,0.9,0.95,1.05,1.1,,400.86,,No_analizado,No_en_analisis,False,360.77,1.0,360.77,380.82,1.0,380.82,420.9,1.0,420.9,440.95,1.0,440.95,400.86
T051,Gomez Morin                   ,2025-02-03,1625,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129611,APLI PAPER,Marca Externa,1,365.09,423.5,ST,252.384,287.7,516.38,287.7,77.39,0.212,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,464.742,490.561,542.199,568.018,0.9,0.95,1.05,1.1,,365.09,,No_analizado,No_en_analisis,False,328.58,1.0,328.58,346.84,1.0,346.84,383.34,1.0,383.34,401.6,1.0,401.6,365.09
T055,Ciudad Del Carmen             ,2024-02-11,73754,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,11682,"CARVAJAL EDUCACION,",4020101,50122322,KIUT,Marca Externa,1,280.17,325.0,ST,203.28,224.79,280.17,224.79,55.39,0.1977,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,252.153,266.1615,294.1785,308.187,0.9,0.95,1.05,1.1,,280.17,,No_analizado,No_en_analisis,False,252.15,1.0,252.15,266.16,1.0,266.16,294.18,1.0,294.18,308.19,1.0,308.19,280.17
T017,Queretaro                     ,2026-04-16,53109,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134473,CAVALIER,Marca Externa,1,464.66,539.0,ST,225.48,326.28,464.66,326.28,138.38,0.2978,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,418.194,441.427,487.893,511.126,0.9,0.95,1.05,1.1,,464.66,,No_analizado,No_en_analisis,False,418.19,1.0,418.19,441.43,1.0,441.43,487.89,1.0,487.89,511.13,1.0,511.13,464.66
T060,LA RIOJA.                     ,2025-10-20,64525,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,28730,"PARKROSE GROUP, S.L.",4020101,50131168,28730,Marca Externa,1,93.97,109.0,ST,41.964,64.47,93.97,64.47,29.5,0.3139,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,84.573,89.2715,98.6685,103.367,0.9,0.95,1.05,1.1,,93.97,,No_analizado,No_en_analisis,False,84.57,1.0,84.57,89.27,1.0,89.27,98.67,1.0,98.67,103.37,1.0,103.37,93.97
T047,Los Cabos                     ,2024-12-21,29229,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129167,MANUFACTUR,Marca Externa,2,301.72,350.0,ST,100.704,117.39,150.86,234.78,66.94,0.2219,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,135.774,143.317,158.403,165.946,1.8,1.9,2.1,2.2,,150.86,,No_analizado,No_en_analisis,False,135.77,2.0,271.54,143.32,2.0,286.64,158.4,2.0,316.8,165.95,2.0,331.9,301.72
T073,Culiacan 3 Rios               ,2025-01-21,54370,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50129440,INDUSTRIAS,Marca Externa,1,421.55,489.0,ST,288.384,330.94,400.86,330.94,90.62,0.215,T,No EcolÂ¾gico,Tienda Inactiva,Inactiva,360.774,380.817,420.903,440.946,0.9,0.95,1.05,1.1,,421.55,,No_analizado,No_en_analisis,False,379.4,1.0,379.4,400.47,1.0,400.47,442.63,1.0,442.63,463.71,1.0,463.71,421.55
T072,Avenida Vallarta              ,2024-01-02,48601,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,12364,CORPORACION IMPRESORA,4020101,50122326,UPAK,Marca Externa,1,516.38,599.0,ST,369.384,412.1,516.38,412.1,104.28,0.2019,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,464.742,490.561,542.199,568.018,0.9,0.95,1.05,1.1,,516.38,,No_analizado,No_en_analisis,False,464.74,1.0,464.74,490.56,1.0,490.56,542.2,1.0,542.2,568.02,1.0,568.02,516.38
T085,PLAYA DEL CARMEN PERUGIA      ,2025-12-10,51646,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135531,APLI PAPER,Marca Externa,1,254.31,295.0,ST,138.696,184.94,254.31,184.94,69.37,0.2728,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,228.879,241.5945,267.0255,279.741,0.9,0.95,1.05,1.1,,254.31,,No_analizado,No_en_analisis,False,228.88,1.0,228.88,241.59,1.0,241.59,267.03,1.0,267.03,279.74,1.0,279.74,254.31
T026,San Pedro                     ,2024-01-06,66893,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20602,MANUFACTURAS CAVALIER,4020101,50115666,CAVALIER,Marca Externa,1,395.69,459.0,ST,229.296,293.38,395.69,293.38,102.3,0.2585,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,356.121,375.9055,415.4745,435.259,0.9,0.95,1.05,1.1,,395.69,,No_analizado,No_en_analisis,False,356.12,1.0,356.12,375.91,1.0,375.91,415.47,1.0,415.47,435.26,1.0,435.26,395.69
T085,PLAYA DEL CARMEN PERUGIA      ,2025-05-01,54248,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129642,APLI PAPER,Marca Externa,1,521.55,605.0,ST,273.192,260.78,516.38,260.78,260.77,0.5,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,464.742,490.561,542.199,568.018,0.9,0.95,1.05,1.1,,521.55,,No_analizado,No_en_analisis,False,469.4,1.0,469.4,495.47,1.0,495.47,547.63,1.0,547.63,573.71,1.0,573.71,521.55
T073,Culiacan 3 Rios               ,2024-01-05,29774,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50122210,DANPEX,Marca Externa,1,246.81,286.3,ST,241.812,224.16,246.81,224.16,22.65,0.0918,T,No EcolÂ¾gico,Tienda Inactiva,Inactiva,222.129,234.4695,259.1505,271.491,0.9,0.95,1.05,1.1,,246.81,,No_analizado,No_en_analisis,False,222.13,1.0,222.13,234.47,1.0,234.47,259.15,1.0,259.15,271.49,1.0,271.49,246.81
T066,Jurica Queretaro              ,2024-11-28,30673,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50129507,INDUSTRIAS,Marca Externa,1,288.79,335.0,ST,207.108,230.69,288.79,230.69,58.1,0.2012,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,259.911,274.3505,303.2295,317.669,0.9,0.95,1.05,1.1,,288.79,,No_analizado,No_en_analisis,False,259.91,1.0,259.91,274.35,1.0,274.35,303.23,1.0,303.23,317.67,1.0,317.67,288.79
T041,Queretaro II                  ,2024-01-27,93011,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20602,MANUFACTURAS CAVALIER,4020101,50122367,CAVALIER,Marca Externa,1,276.98,321.3,ST,229.296,234.03,276.98,234.03,42.95,0.1551,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,249.282,263.131,290.829,304.678,0.9,0.95,1.05,1.1,,276.98,,No_analizado,No_en_analisis,False,249.28,1.0,249.28,263.13,1.0,263.13,290.83,1.0,290.83,304.68,1.0,304.68,276.98
T060,LA RIOJA.                     ,2024-11-27,95575,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129626,APLI PAPER,Marca Externa,1,383.62,445.0,ST,201.72,275.86,383.62,275.86,107.76,0.2809,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,345.258,364.439,402.801,421.982,0.9,0.95,1.05,1.1,,383.62,,No_analizado,No_en_analisis,False,345.26,1.0,345.26,364.44,1.0,364.44,402.8,1.0,402.8,421.98,1.0,421.98,383.62
T064,San Jose del Cabo             ,2025-01-08,80711,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129612,APLI PAPER,Marca Externa,1,361.47,419.3,ST,252.384,285.9,516.38,285.9,75.58,0.2091,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,464.742,490.561,542.199,568.018,0.9,0.95,1.05,1.1,,361.47,,No_analizado,No_en_analisis,False,325.32,1.0,325.32,343.4,1.0,343.4,379.54,1.0,379.54,397.62,1.0,397.62,361.47
T077,San Isidro                    ,2026-02-21,25516,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,12175,ACCO MEXICANA,4020101,50135388,ACCO MEXIC,Marca Externa,1,119.83,139.0,ST,63.6,86.42,119.83,86.42,33.41,0.2789,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,107.847,113.8385,125.8215,131.813,0.9,0.95,1.05,1.1,,119.83,,No_analizado,No_en_analisis,False,107.85,1.0,107.85,113.84,1.0,113.84,125.82,1.0,125.82,131.81,1.0,131.81,119.83
T061,Mexicali                      ,2024-01-02,6820,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50122401,MIQUEL RIU,Marca Externa,1,397.22,429.0,ST,196.152,280.34,369.83,280.34,116.88,0.2942,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,332.847,351.3385,388.3215,406.813,0.9,0.95,1.05,1.1,,397.22,,No_analizado,No_en_analisis,False,357.5,1.0,357.5,377.36,1.0,377.36,417.08,1.0,417.08,436.94,1.0,436.94,397.22
T073,Culiacan 3 Rios               ,2024-12-31,52497,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129150,MANUFACTUR,Marca Externa,1,258.88,300.3,ST,244.584,231.35,369.83,231.35,27.53,0.1063,T,No EcolÂ¾gico,Tienda Inactiva,Inactiva,332.847,351.3385,388.3215,406.813,0.9,0.95,1.05,1.1,,258.88,,No_analizado,No_en_analisis,False,232.99,1.0,232.99,245.94,1.0,245.94,271.82,1.0,271.82,284.77,1.0,284.77,258.88
T032,Santa Fe II                   ,2025-01-07,74308,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129144,MANUFACTUR,Marca Externa,1,369.83,429.0,ST,244.584,286.82,258.88,286.82,83.0,0.2244,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,232.992,245.936,271.824,284.768,0.9,0.95,1.05,1.1,,369.83,,No_analizado,No_en_analisis,False,332.85,1.0,332.85,351.34,1.0,351.34,388.32,1.0,388.32,406.81,1.0,406.81,369.83
T075,Revolucion                    ,2025-11-28,81190,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135527,APLI PAPER,Marca Externa,1,412.93,479.0,ST,227.988,301.46,412.93,301.46,111.47,0.2699,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,371.637,392.2835,433.5765,454.223,0.9,0.95,1.05,1.1,,412.93,,No_analizado,No_en_analisis,False,371.64,1.0,371.64,392.28,1.0,392.28,433.58,1.0,433.58,454.22,1.0,454.22,412.93
T052,Hermosillo                    ,2025-02-10,31053,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129151,MANUFACTUR,Marca Externa,2,378.45,439.0,ST,244.584,171.045,369.83,342.09,36.36,0.0961,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,332.847,351.3385,388.3215,406.813,1.8,1.9,2.1,2.2,,189.225,,No_analizado,No_en_analisis,False,170.3,2.0,340.6,179.76,2.0,359.52,198.69,2.0,397.38,208.15,2.0,416.3,378.45
T049,Ixtapaluca                    ,2025-12-05,46857,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135538,APLI PAPER,Marca Externa,1,306.04,355.0,ST,173.868,225.47,306.04,225.47,80.58,0.2633,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,275.436,290.738,321.342,336.644,0.9,0.95,1.05,1.1,,306.04,,No_analizado,No_en_analisis,False,275.44,1.0,275.44,290.74,1.0,290.74,321.34,1.0,321.34,336.64,1.0,336.64,306.04
T073,Culiacan 3 Rios               ,2025-03-04,70713,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50129528,INDUSTRIAS,Marca Externa,1,227.07,263.4,ST,270.912,226.41,378.45,226.41,0.66,0.0029,T,No EcolÂ¾gico,Tienda Inactiva,Inactiva,340.605,359.5275,397.3725,416.295,0.9,0.95,1.05,1.1,,227.07,,No_analizado,No_en_analisis,False,204.36,1.0,204.36,215.72,1.0,215.72,238.42,1.0,238.42,249.78,1.0,249.78,227.07
T078,Cancun II                     ,2025-12-09,10685,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135527,APLI PAPER,Marca Externa,1,412.93,479.0,ST,227.988,301.47,412.93,301.47,111.46,0.2699,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,371.637,392.2835,433.5765,454.223,0.9,0.95,1.05,1.1,,412.93,,No_analizado,No_en_analisis,False,371.64,1.0,371.64,392.28,1.0,392.28,433.58,1.0,433.58,454.22,1.0,454.22,412.93
T032,Santa Fe II                   ,2025-01-17,75926,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,12175,ACCO MEXICANA,4020101,50129428,ACCO MEXIC,Marca Externa,1,297.41,345.0,ST,188.16,227.1,306.04,227.1,70.3,0.2364,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,275.436,290.738,321.342,336.644,0.9,0.95,1.05,1.1,,297.41,,No_analizado,No_en_analisis,False,267.67,1.0,267.67,282.54,1.0,282.54,312.28,1.0,312.28,327.15,1.0,327.15,297.41
T037,Morelia                       ,2025-12-07,31922,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13517,COMERCIALIZADORA CHAROS,4020101,50135525,APLI PAPER,Marca Externa,1,352.59,409.0,ST,204.276,261.41,352.59,261.41,91.18,0.2586,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,317.331,334.9605,370.2195,387.849,0.9,0.95,1.05,1.1,,352.59,,No_analizado,No_en_analisis,False,317.33,1.0,317.33,334.96,1.0,334.96,370.22,1.0,370.22,387.85,1.0,387.85,352.59
T058,Mazatlan                      ,2024-12-23,73052,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50129155,MANUFACTUR,Marca Externa,1,258.88,300.3,ST,244.584,231.35,369.83,231.35,27.53,0.1063,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,332.847,351.3385,388.3215,406.813,0.9,0.95,1.05,1.1,,258.88,,No_analizado,No_en_analisis,False,232.99,1.0,232.99,245.94,1.0,245.94,271.82,1.0,271.82,284.77,1.0,284.77,258.88
T072,Avenida Vallarta              ,2024-01-22,54826,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,20610,APLI PAPER S.A.U.,4020101,50122384,MIQUEL RIU,Marca Externa,1,421.55,489.0,ST,230.184,306.69,421.55,306.69,114.87,0.2725,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,379.395,400.4725,442.6275,463.705,0.9,0.95,1.05,1.1,,421.55,,No_analizado,No_en_analisis,False,379.4,1.0,379.4,400.47,1.0,400.47,442.63,1.0,442.63,463.71,1.0,463.71,421.55
T045,Chihuahua Mirador             ,2026-01-03,52780,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134478,MANUFACTUR,Marca Externa,1,193.19,224.1,ST,106.812,141.1,214.66,141.1,52.09,0.2696,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,193.194,203.927,225.393,236.126,0.9,0.95,1.05,1.1,,193.19,,No_analizado,No_en_analisis,False,173.87,1.0,173.87,183.53,1.0,183.53,202.85,1.0,202.85,212.51,1.0,212.51,193.19
T051,Gomez Morin                   ,2024-12-02,95507,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,10189,INDUSTRIAS DANPEX,4020101,50129468,INDUSTRIAS,Marca Externa,1,271.55,315.0,ST,194.004,216.61,271.55,216.61,54.94,0.2023,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,244.395,257.9725,285.1275,298.705,0.9,0.95,1.05,1.1,,271.55,,No_analizado,No_en_analisis,False,244.4,1.0,244.4,257.97,1.0,257.97,285.13,1.0,285.13,298.71,1.0,298.71,271.55
T006,Arboledas                     ,2026-01-20,8654,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40201,AGENDAS,13597,EXIM INELCO,4020101,50134465,CAVALIER,Marca Externa,1,464.66,539.0,ST,225.48,326.28,464.66,326.28,138.38,0.2978,T,No EcolÂ¾gico,Tienda Igual Retail,Activa,418.194,441.427,487.893,511.126,0.9,0.95,1.05,1.1,,464.66,,No_analizado,No_en_analisis,False,418.19,1.0,418.19,441.43,1.0,441.43,487.89,1.0,487.89,511.13,1.0,511.13,464.66
